"seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr15",39716117,39717024,908,"*","Distal Intergenic",15,39873280,39889668,16389,1,"7057","uc001zkh.3",-156256,"ENSG00000137801","THBS1","thrombospondin 1"
"chr15",41017012,41017685,674,"*","Intron (uc001zmi.4/5888, intron 6 of 9)",15,40993262,41011097,17836,1,"5888","uc001zmn.1",23750,"ENSG00000051180","RAD51","RAD51 recombinase"
"chr15",41215502,41216262,761,"*","Distal Intergenic",15,41221531,41231258,9728,1,"54567","uc001zng.2",-5269,"ENSG00000128917","DLL4","delta like canonical Notch ligand 4"
"chr15",42544701,42545300,600,"*","Intron (uc021sjr.1/25963, intron 6 of 19)",15,42502726,42565755,63030,2,"25963","uc021sjr.1",20455,"ENSG00000103978","TMEM87A","transmembrane protein 87A"
"chr15",48313055,48313764,710,"*","Distal Intergenic",15,48413169,48416873,3705,1,"283652","uc001zwd.3",-99405,"ENSG00000188467","SLC24A5","solute carrier family 24 member 5"
"chr15",50675458,50676092,635,"*","Distal Intergenic",15,50652526,50652607,82,1,"100616396","uc021skw.1",22932,"ENSG00000284284","MIR4712","microRNA 4712"
"chr15",55108646,55109332,687,"*","Distal Intergenic",15,54901540,54920806,19267,1,"440279","uc002acm.3",207106,"ENSG00000137766","UNC13C","unc-13 homolog C"
"chr15",58457378,58457879,502,"*","Intron (uc010ugx.1/366, intron 1 of 5)",15,58430408,58478110,47703,1,"366","uc002aez.2",26970,"ENSG00000103569","AQP9","aquaporin 9"
"chr15",59550332,59551005,674,"*","Intron (uc002aga.4/4643, intron 3 of 27)",15,59499015,59500785,1771,1,"92483","uc002agb.4",51317,"ENSG00000171989","LDHAL6B","lactate dehydrogenase A like 6B"
"chr15",65512662,65513412,751,"*","Distal Intergenic",15,65488337,65503840,15504,2,"8483","uc002aon.2",-8822,"ENSG00000138615","CILP","cartilage intermediate layer protein"
"chr15",66570176,66570677,502,"*","Distal Intergenic",15,66585633,66618702,33070,1,"115752","uc010ujl.1",-14956,"ENSG00000166938","DIS3L","DIS3 like exosome 3'-5' exoribonuclease"
"chr15",68673727,68674537,811,"*","Intron (uc002ari.3/22801, intron 2 of 29)",15,68594042,68724492,130451,2,"22801","uc002ari.3",49955,"ENSG00000137809","ITGA11","integrin subunit alpha 11"
"chr15",69609071,69609780,710,"*","Promoter (2-3kb)",15,69606742,69699976,93235,1,"54852","uc002asa.2",2329,"ENSG00000137819","PAQR5","progestin and adipoQ receptor family member 5"
"chr15",69881592,69882352,761,"*","Distal Intergenic",15,69854059,69863779,9721,1,"145837","uc002ash.1",27533,"ENSG00000245750","DRAIC","downregulated RNA in cancer, inhibitor of cell invasion and migration"
"chr15",70625347,70625910,564,"*","Distal Intergenic",15,70340543,70390256,49714,2,"7090","uc010bil.1",-235091,"ENSG00000140332","TLE3","TLE family member 3, transcriptional corepressor"
"chr15",70740885,70741626,742,"*","Distal Intergenic",15,70946893,70994620,47728,2,"55075","uc002asq.3",252994,"ENSG00000137831","UACA","uveal autoantigen with coiled-coil domains and ankyrin repeats"
"chr15",73518719,73519819,1101,"*","Intron (uc002avm.4/4756, intron 7 of 28)",15,73612200,73661605,49406,2,"10021","uc002avp.3",141786,"ENSG00000138622","HCN4","hyperpolarization activated cyclic nucleotide gated potassium channel 4"
"chr15",74235776,74236461,686,"*","Intron (uc002awc.1/4016, intron 2 of 6)",15,74209809,74220589,10781,2,"100287616","uc021sqa.1",-15187,"ENSG00000261801","LOXL1-AS1","LOXL1 antisense RNA 1"
"chr15",78044279,78045042,764,"*","Distal Intergenic",15,77905369,77988475,83107,2,"84894","uc002bcu.1",-55804,"ENSG00000169783","LINGO1","leucine rich repeat and Ig domain containing 1"
"chr15",80009953,80010810,858,"*","Distal Intergenic",15,80135889,80189339,53451,2,"10588","uc021srp.1",178529,"ENSG00000136371","MTHFS","methenyltetrahydrofolate synthetase"
"chr15",81024310,81025059,750,"*","Intron (uc002bft.3/58489, intron 1 of 2)",15,80987652,81047962,60311,1,"58489","uc002bfu.3",36658,"ENSG00000136379","ABHD17C","abhydrolase domain containing 17C, depalmitoylase"
"chr15",83919034,83920011,978,"*","Distal Intergenic",15,83924655,83952066,27412,2,"646","uc010uos.1",32055,"ENSG00000169594","BNC1","basonuclin zinc finger protein 1"
"chr15",84814826,84815514,689,"*","Distal Intergenic",15,84841242,84850985,9744,1,"100505679","uc021stj.1",-25728,"ENSG00000290688","UBE2Q2P16","UBE2Q2 pseudogene 16"
"chr15",87724144,87724855,712,"*","Distal Intergenic",15,88120160,88122917,2758,1,"145978","uc002bmc.1",-395305,"ENSG00000259527","LINC00052","long intergenic non-protein coding RNA 52"
"chr15",87880604,87881636,1033,"*","Distal Intergenic",15,88120160,88122917,2758,1,"145978","uc002bmc.1",-238524,"ENSG00000259527","LINC00052","long intergenic non-protein coding RNA 52"
"chr15",89672987,89673666,680,"*","Intron (uc002bnj.2/11057, intron 7 of 14)",15,89631381,89745591,114211,1,"11057","uc002bnk.2",41606,"ENSG00000140526","ABHD2","abhydrolase domain containing 2, acylglycerol lipase"
"chr15",96585716,96586579,864,"*","Distal Intergenic",15,96869157,96883492,14336,1,"7026","uc002btp.3",-282578,"ENSG00000185551","NR2F2","nuclear receptor subfamily 2 group F member 2"
"chr15",96737311,96737952,642,"*","Distal Intergenic",15,96869157,96883492,14336,1,"7026","uc002btp.3",-131205,"ENSG00000185551","NR2F2","nuclear receptor subfamily 2 group F member 2"
"chr15",98127440,98128556,1117,"*","Distal Intergenic",15,98285846,98417659,131814,2,"91948","uc002bug.1",289103,"ENSG00000251209","LINC00923","long intergenic non-protein coding RNA 923"
"chr15",100393088,100393899,812,"*","Distal Intergenic",15,100340122,100347132,7011,2,"196968","uc010bow.3",-45956,"ENSG00000290767","DNM1P46","dynamin 1 pseudogene 46"
"chr16",165540,166766,1227,"*","Intron (uc010uua.1/8131, intron 3 of 12)",16,134273,188333,54061,2,"8131","uc010uua.1",21567,"ENSG00000103148","NPRL3","NPR3 like, GATOR1 complex subunit"
"chr16",2692651,2693731,1081,"*","5' UTR",16,2688983,2696130,7148,1,"645644","uc010uwf.2",3668,NA,"FLJ42627","uncharacterized LOC645644"
"chr16",6750673,6751674,1002,"*","Intron (uc002cyr.1/54715, intron 3 of 11)",16,6823810,7763340,939531,1,"54715","uc010uyb.1",-72136,"ENSG00000078328","RBFOX1","RNA binding fox-1 homolog 1"
"chr16",6827073,6827900,828,"*","Intron (uc002cyr.1/54715, intron 3 of 11)",16,6823810,7763340,939531,1,"54715","uc010uyb.1",3263,"ENSG00000078328","RBFOX1","RNA binding fox-1 homolog 1"
"chr16",8832584,8833270,687,"*","Intron (uc002czc.4/18, intron 2 of 15)",16,8814573,8878432,63860,1,"18","uc010bui.3",18011,"ENSG00000183044","ABAT","4-aminobutyrate aminotransferase"
"chr16",9077177,9077964,788,"*","Distal Intergenic",16,8985951,9057341,71391,2,"7874","uc002czl.2",-19836,"ENSG00000187555","USP7","ubiquitin specific peptidase 7"
"chr16",9134617,9135352,736,"*","Distal Intergenic",16,9185537,9213555,28019,1,"29035","uc002czm.3",-50185,"ENSG00000182831","HAPSTR1","HUWE1 associated protein modifying stress responses"
"chr16",10886687,10887390,704,"*","Intron (uc002dad.3/780776, intron 2 of 8)",16,10860533,10868953,8421,2,"780776","uc002dae.1",-17734,"ENSG00000166676","TVP23A","trans-golgi network vesicle protein 23 homolog A"
"chr16",12535857,12536575,719,"*","Intron (uc002dby.5/92017, intron 18 of 20)",16,12814178,12814228,51,1,"100616195","uc021tdb.1",-277603,"ENSG00000264733","MIR4718","microRNA 4718"
"chr16",12685653,12686391,739,"*","Distal Intergenic",16,12814178,12814228,51,1,"100616195","uc021tdb.1",-127787,"ENSG00000264733","MIR4718","microRNA 4718"
"chr16",17311782,17312914,1133,"*","Intron (uc002dfa.3/64131, intron 3 of 11)",16,17196181,17564738,368558,2,"64131","uc002dfa.3",251824,"ENSG00000103489","XYLT1","xylosyltransferase 1"
"chr16",19183985,19184701,717,"*","Promoter (<=1kb)",16,19183679,19278554,94876,1,"51760","uc002dfy.3",306,"ENSG00000103528","SYT17","synaptotagmin 17"
"chr16",21713485,21714327,843,"*","Promoter (1-2kb)",16,21716284,21772050,55767,1,"146183","uc002dji.3",-1957,"ENSG00000155719","OTOA","otoancorin"
"chr16",22670234,22670735,502,"*","Distal Intergenic",16,22729603,22803362,73760,1,"693131","uc021tfc.1",-58868,"ENSG00000263690","MIR548D2","microRNA 548d-2"
"chr16",23596877,23597378,502,"*","Intron (uc002dlw.3/4706, intron 2 of 4)",16,23592335,23607639,15305,2,"4706","uc002dlw.3",10261,"ENSG00000004779","NDUFAB1","NADH:ubiquinone oxidoreductase subunit AB1"
"chr16",30350272,30350982,711,"*","Distal Intergenic",16,30278914,30346695,67782,2,"595101","uc002dxp.1",-3577,"ENSG00000291266","SMG1P5","SMG1 pseudogene 5"
"chr16",30482210,30482747,538,"*","Promoter (1-2kb)",16,30483983,30495584,11602,1,"3683","uc010veu.1",-1236,"ENSG00000005844","ITGAL","integrin subunit alpha L"
"chr16",31427305,31428104,800,"*","Exon (uc002ebv.1/3681, exon 19 of 30)",16,31439052,31439749,698,2,"1339","uc002ebx.2",11645,"ENSG00000156885","COX6A2","cytochrome c oxidase subunit 6A2"
"chr16",46877578,46878788,1211,"*","Distal Intergenic",16,46835959,46865074,29116,2,"388272","uc002eek.1",-12504,"ENSG00000155330","C16orf87","chromosome 16 open reading frame 87"
"chr16",47544164,47544758,595,"*","Intron (uc010vgi.1/5257, intron 5 of 7)",16,47495210,47735434,240225,1,"5257","uc002eev.4",48954,"ENSG00000102893","PHKB","phosphorylase kinase regulatory subunit beta"
"chr16",48577726,48578227,502,"*","Intron (uc002efp.3/9683, intron 6 of 6)",16,48572637,48644120,71484,2,"9683","uc002efp.3",65893,"ENSG00000102921","N4BP1","NEDD4 binding protein 1"
"chr16",49491986,49492739,754,"*","Distal Intergenic",16,49407808,49433319,25512,1,"123970","uc002efr.3",84178,"ENSG00000166152","C16orf78","chromosome 16 open reading frame 78"
"chr16",53537460,53538174,715,"*","Promoter (<=1kb)",16,53528692,53537170,8479,2,"64400","uc010vgx.2",-290,"ENSG00000166971","AKTIP","AKT interacting protein"
"chr16",55566662,55567861,1200,"*","Promoter (<=1kb)",16,55565951,55620582,54632,1,"54947","uc002eic.3",711,"ENSG00000087253","LPCAT2","lysophosphatidylcholine acyltransferase 2"
"chr16",57139823,57140408,586,"*","Intron (uc002eks.2/221184, intron 1 of 15)",16,57144463,57181878,37416,1,"221184","uc010ccu.2",-4055,"ENSG00000140848","CPNE2","copine 2"
"chr16",57264870,57265559,690,"*","Exon (uc002elb.3/89970, exon 13 of 15)",16,57279038,57282555,3518,1,"23568","uc010ccy.1",-13479,"ENSG00000102931","ARL2BP","ADP ribosylation factor like GTPase 2 binding protein"
"chr16",57646424,57647294,871,"*","Distal Intergenic",16,57653650,57694788,41139,1,"9289","uc002elz.1",-6356,"ENSG00000205336","ADGRG1","adhesion G protein-coupled receptor G1"
"chr16",60077735,60078473,739,"*","Distal Intergenic",16,59788045,59789095,1051,2,"644649","uc021tji.2",-288640,NA,"APOOP5","apolipoprotein O pseudogene 5"
"chr16",79127534,79128236,703,"*","Intron (uc002ffk.3/51741, intron 8 of 8)",16,79627745,79634622,6878,2,"4094","uc002ffm.3",506386,"ENSG00000178573","MAF","MAF bZIP transcription factor"
"chr16",81873698,81874397,700,"*","Intron (uc002fgt.3/5336, intron 2 of 32)",16,81819351,81955215,135865,1,"5336","uc010chg.1",54347,"ENSG00000197943","PLCG2","phospholipase C gamma 2"
"chr16",81967217,81967906,690,"*","Intron (uc002fgt.3/5336, intron 25 of 32)",16,82031251,82045093,13843,2,"93517","uc002fgu.3",77187,"ENSG00000184860","SDR42E1","short chain dehydrogenase/reductase family 42E, member 1"
"chr16",84793928,84794686,759,"*","Intron (uc002fii.3/9100, intron 8 of 13)",16,84853587,84873626,20040,1,"83716","uc002fik.4",-58901,"ENSG00000103196","CRISPLD2","cysteine rich secretory protein LCCL domain containing 2"
"chr16",85872651,85873627,977,"*","Distal Intergenic",16,85833173,85840607,7435,1,"1327","uc002fjf.3",39478,"ENSG00000131143","COX4I1","cytochrome c oxidase subunit 4I1"
"chr16",86664389,86664982,594,"*","Distal Intergenic",16,86612115,86615304,3190,1,"2300","uc002fjr.3",52274,"ENSG00000176678","FOXL1","forkhead box L1"
"chr16",86990311,86990931,621,"*","Distal Intergenic",16,87336404,87351026,14623,2,"100506581","uc002fju.3",360095,"ENSG00000260456","C16orf95","chromosome 16 open reading frame 95"
"chr16",89154436,89154937,502,"*","Distal Intergenic",16,89160217,89222171,61955,1,"197322","uc002fmp.3",-5280,"ENSG00000176715","ACSF3","acyl-CoA synthetase family member 3"
"chr16",89308281,89309457,1177,"*","Distal Intergenic",16,89287405,89295965,8561,1,"197320","uc002fmw.2",20876,"ENSG00000170100","ZNF778","zinc finger protein 778"
"chr16",89330065,89331113,1049,"*","Distal Intergenic",16,89345480,89358185,12706,2,"29123","uc002fnb.1",27072,"ENSG00000167522","ANKRD11","ankyrin repeat domain containing 11"
"chr16",89897929,89898652,724,"*","Intron (uc010civ.1/84501, intron 1 of 9)",16,89894907,89937727,42821,1,"84501","uc010ciw.1",3022,"ENSG00000204991","SPIRE2","spire type actin nucleation factor 2"
"chr17",876118,876808,691,"*","Intron (uc002fsa.3/64359, intron 1 of 7)",17,702553,882998,180446,2,"64359","uc002fsa.3",6190,"ENSG00000167693","NXN","nucleoredoxin"
"chr17",4126602,4127275,674,"*","Intron (uc002fxn.3/51479, intron 3 of 24)",17,4066665,4167142,100478,2,"51479","uc002fxn.3",39867,"ENSG00000185722","ANKFY1","ankyrin repeat and FYVE domain containing 1"
"chr17",4605673,4606324,652,"*","Promoter (1-2kb)",17,4607525,4608824,1300,1,"101559451","uc031qyb.1",-1201,"ENSG00000244184","PELP1-DT","PELP1 divergent transcript"
"chr17",5210055,5211252,1198,"*","Intron (uc002gbj.3/9135, intron 1 of 4)",17,5185558,5289132,103575,1,"9135","uc002gbm.4",24497,"ENSG00000029725","RABEP1","rabaptin, RAB GTPase binding effector protein 1"
"chr17",7959404,7960085,682,"*","Distal Intergenic",17,7942358,7952451,10094,1,"247","uc010vun.2",17046,"ENSG00000179593","ALOX15B","arachidonate 15-lipoxygenase type B"
"chr17",10028105,10028740,636,"*","Intron (uc002gmg.1/8522, intron 1 of 13)",17,9813926,10017870,203945,2,"8522","uc010coh.1",-10235,"ENSG00000007237","GAS7","growth arrest specific 7"
"chr17",10059506,10060181,676,"*","Intron (uc002gmg.1/8522, intron 1 of 13)",17,9813926,10017870,203945,2,"8522","uc010coh.1",-41636,"ENSG00000007237","GAS7","growth arrest specific 7"
"chr17",18474683,18475310,628,"*","Intron (uc002gua.4/284047, intron 12 of 16)",17,18414576,18445234,30659,2,"220594","uc002gty.3",-29449,"ENSG00000290659","USP32P2","ubiquitin specific peptidase 32 pseudogene 2"
"chr17",19063341,19064111,771,"*","Distal Intergenic",17,19030782,19062148,31367,1,"400581","uc010cqk.1",32559,"ENSG00000189152","GRAPL","GRB2 related adaptor protein like"
"chr17",19302769,19303476,708,"*","Distal Intergenic",17,19314491,19316721,2231,1,"7732","uc010vyu.2",-11015,"ENSG00000128482","RNF112","ring finger protein 112"
"chr17",27742720,27743848,1129,"*","Intron (uc002hdz.2/57551, intron 1 of 19)",17,27717943,27878921,160979,1,"57551","uc010wbe.2",24777,"ENSG00000160551","TAOK1","TAO kinase 1"
"chr17",29692033,29692660,628,"*","Intron (uc002hgg.3/4763, intron 57 of 57)",17,29718642,29865232,146591,1,"84440","uc002hgn.1",-25982,"ENSG00000131242","RAB11FIP4","RAB11 family interacting protein 4"
"chr17",29740122,29740737,616,"*","Intron (uc002hgn.1/84440, intron 1 of 14)",17,29718642,29865232,146591,1,"84440","uc002hgn.1",21480,"ENSG00000131242","RAB11FIP4","RAB11 family interacting protein 4"
"chr17",30121663,30122307,645,"*","Distal Intergenic",17,30178884,30186326,7443,2,"55352","uc002hgp.3",64019,"ENSG00000172301","COPRS","coordinator of PRMT5 and differentiation stimulator"
"chr17",34218172,34219113,942,"*","Distal Intergenic",17,34198496,34207377,8882,2,"6352","uc002hkf.3",-10795,"ENSG00000271503","CCL5","C-C motif chemokine ligand 5"
"chr17",34375311,34375812,502,"*","Distal Intergenic",17,34391643,34398841,7199,1,"6362","uc002hku.3",-15831,"ENSG00000275385","CCL18","C-C motif chemokine ligand 18"
"chr17",34797705,34798242,538,"*","Exon (uc002hmm.4/654341, exon 14 of 14)",17,34745936,34806015,60080,2,"729877","uc021tvh.1",7773,"ENSG00000274226","TBC1D3H","TBC1 domain family member 3H"
"chr17",34990818,34991645,828,"*","Distal Intergenic",17,34958391,34965407,7017,1,"79922","uc002hnf.3",32427,"ENSG00000278619","MRM1","mitochondrial rRNA methyltransferase 1"
"chr17",36198928,36199571,644,"*","Distal Intergenic",17,36202573,36233931,31359,2,"284100","uc002hom.1",34360,"ENSG00000290810","YWHAEP7","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon pseudogene 7"
"chr17",37791176,37791878,703,"*","Promoter (1-2kb)",17,37793333,37815072,21740,1,"10948","uc010weg.2",-1455,"ENSG00000131748","STARD3","StAR related lipid transfer domain containing 3"
"chr17",42305745,42306412,668,"*","Distal Intergenic",17,42282401,42298994,16594,2,"7343","uc010czt.3",-6751,"ENSG00000108312","UBTF","upstream binding transcription factor"
"chr17",43231639,43232827,1189,"*","Distal Intergenic",17,43238264,43247406,9143,1,"124790","uc002iih.1",-5437,"ENSG00000168517","HEXIM2","HEXIM P-TEFb complex subunit 2"
"chr17",43251450,43251971,522,"*","Distal Intergenic",17,43239284,43247406,8123,1,"124790","uc002iij.1",12166,"ENSG00000168517","HEXIM2","HEXIM P-TEFb complex subunit 2"
"chr17",43768227,43768915,689,"*","Intron (uc010wjx.2/1394, intron 3 of 14)",17,43716341,43723595,7255,1,"147081","uc010wjy.2",51886,"ENSG00000204650","LINC02210","long intergenic non-protein coding RNA 2210"
"chr17",44905906,44906593,688,"*","Distal Intergenic",17,44839872,44896126,56255,2,"7473","uc002ikv.3",-9780,"ENSG00000108379","WNT3","Wnt family member 3"
"chr17",46850878,46852273,1396,"*","Intron (uc002iob.3/284076, intron 6 of 8)",17,46839593,46871686,32094,2,"284076","uc002iob.3",19413,"ENSG00000170703","TTLL6","tubulin tyrosine ligase like 6"
"chr17",47978192,47978909,718,"*","Distal Intergenic",17,47921418,47925379,3962,2,"255061","uc002ipu.3",-52813,"ENSG00000176358","TAC4","tachykinin precursor 4"
"chr17",51461341,51462086,746,"*","Distal Intergenic",17,51062880,51065012,2133,1,"100506650","uc021uaf.1",398461,"ENSG00000227011","LINC02876","long intergenic non-protein coding RNA 2876"
"chr17",57982251,57983023,773,"*","Intron (uc002ixy.4/6198, intron 1 of 14)",17,57990026,58027786,37761,1,"6198","uc010woo.2",-7003,"ENSG00000108443","RPS6KB1","ribosomal protein S6 kinase B1"
"chr17",58587478,58588182,705,"*","Intron (uc002iys.1/10513, intron 1 of 12)",17,58520520,58603580,83061,2,"10513","uc002iys.1",15398,"ENSG00000062725","APPBP2","amyloid beta precursor protein binding protein 2"
"chr17",58944706,58945439,734,"*","Intron (uc010wow.1/54828, intron 3 of 10)",17,58964363,59067596,103234,1,"54828","uc002iyx.1",-18924,"ENSG00000141376","BCAS3","BCAS3 microtubule associated cell migration factor"
"chr17",59316534,59317354,821,"*","Intron (uc002iyu.4/54828, intron 22 of 23)",17,59322577,59470199,147623,1,"54828","uc002izc.4",-5223,"ENSG00000141376","BCAS3","BCAS3 microtubule associated cell migration factor"
"chr17",59437494,59438376,883,"*","Intron (uc002iyu.4/54828, intron 22 of 23)",17,59477257,59486485,9229,1,"6909","uc002ize.3",-38881,"ENSG00000121068","TBX2","T-box transcription factor 2"
"chr17",60720570,60721307,738,"*","Intron (uc002jad.4/9902, intron 1 of 29)",17,60704762,60770962,66201,1,"9902","uc002jad.4",15808,"ENSG00000011028","MRC2","mannose receptor C type 2"
"chr17",61479160,61480002,843,"*","Intron (uc002jal.4/26115, intron 17 of 24)",17,61466669,61505067,38399,1,"26115","uc002jao.4",12491,"ENSG00000170921","TANC2","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2"
"chr17",62625170,62625710,541,"*","Intron (uc002jep.1/64750, intron 1 of 18)",17,62540735,62658386,117652,2,"64750","uc002jep.1",32676,"ENSG00000108854","SMURF2","SMAD specific E3 ubiquitin protein ligase 2"
"chr17",64092742,64093607,866,"*","Exon (uc002jfl.3/201134, exon 7 of 27)",17,63631658,64066119,434462,2,"201134","uc010deo.3",-26623,"ENSG00000154240","CEP112","centrosomal protein 112"
"chr17",68305036,68305644,609,"*","Distal Intergenic",17,68165676,68176183,10508,1,"3759","uc002jir.3",139360,"ENSG00000123700","KCNJ2","potassium inwardly rectifying channel subfamily J member 2"
"chr17",74601997,74602528,532,"*","Distal Intergenic",17,74561461,74582145,20685,2,"10610","uc002jsg.4",-19852,"ENSG00000070731","ST6GALNAC2","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2"
"chr17",75146440,75147124,685,"*","Intron (uc021udv.1/6397, intron 4 of 12)",17,75137005,75213181,76177,1,"6397","uc010wth.2",9435,"ENSG00000129657","SEC14L1","SEC14 like lipid binding 1"
"chr17",75652766,75653493,728,"*","Distal Intergenic",17,75543023,75561103,18081,1,"100507351","uc021udz.1",109743,NA,"LOC100507351","uncharacterized LOC100507351"
"chr17",77569924,77570836,913,"*","Distal Intergenic",17,77085427,77512230,426804,2,"146713","uc010dhs.4",-57694,"ENSG00000167281","RBFOX3","RNA binding fox-1 homolog 3"
"chr17",78597336,78598402,1067,"*","Intron (uc002jys.3/57521, intron 1 of 8)",17,78518625,78940173,421549,1,"57521","uc010wug.1",78711,"ENSG00000141564","RPTOR","regulatory associated protein of MTOR complex 1"
"chr17",78631695,78632428,734,"*","Intron (uc002jys.3/57521, intron 3 of 8)",17,78518625,78940173,421549,1,"57521","uc010wug.1",113070,"ENSG00000141564","RPTOR","regulatory associated protein of MTOR complex 1"
"chr17",79736096,79736653,558,"*","Distal Intergenic",17,79762010,79768267,6258,1,"2642","uc010wuv.2",-25357,"ENSG00000215644","GCGR","glucagon receptor"
"chr17",80471781,80472474,694,"*","Distal Intergenic",17,80477594,80554067,76474,1,"3607","uc002kfm.1",-5120,"ENSG00000141568","FOXK2","forkhead box K2"
"chr17",81154930,81155431,502,"*","Distal Intergenic",17,81174666,81188573,13908,1,"388574","uc021ufy.1",-19235,"ENSG00000232938","RPL23AP87","ribosomal protein L23a pseudogene 87"
"chr17",81382035,81382763,729,"*","Distal Intergenic",17,81174666,81188573,13908,1,"388574","uc021ufy.1",207369,"ENSG00000232938","RPL23AP87","ribosomal protein L23a pseudogene 87"
"chr17",82257233,82257974,742,"*","Distal Intergenic",17,81174666,81188573,13908,1,"388574","uc021ufy.1",1082567,"ENSG00000232938","RPL23AP87","ribosomal protein L23a pseudogene 87"
"chr17",82281784,82282402,619,"*","Distal Intergenic",17,81174666,81188573,13908,1,"388574","uc021ufy.1",1107118,"ENSG00000232938","RPL23AP87","ribosomal protein L23a pseudogene 87"
"chr17",83118955,83119456,502,"*","Distal Intergenic",17,81174666,81188573,13908,1,"388574","uc021ufy.1",1944289,"ENSG00000232938","RPL23AP87","ribosomal protein L23a pseudogene 87"
"chr17",83205256,83206182,927,"*","Distal Intergenic",17,81174666,81188573,13908,1,"388574","uc021ufy.1",2030590,"ENSG00000232938","RPL23AP87","ribosomal protein L23a pseudogene 87"
"chr18",9803,10587,785,"*","Distal Intergenic",18,109065,122222,13158,1,"727758","uc002kke.3",-98478,"ENSG00000290877","ROCK1P1","Rho associated coiled-coil containing protein kinase 1 pseudogene 1"
"chr18",2593997,2594580,584,"*","Intron (uc002kli.3/10403, intron 10 of 16)",18,2571510,2616634,45125,1,"10403","uc002kli.3",22487,"ENSG00000080986","NDC80","NDC80 kinetochore complex component"
"chr18",5464150,5464749,600,"*","Intron (uc010wzh.1/23136, intron 3 of 20)",18,5392388,5423552,31165,2,"23136","uc010dkr.2",-40598,"ENSG00000082397","EPB41L3","erythrocyte membrane protein band 4.1 like 3"
"chr18",7524683,7525220,538,"*","Distal Intergenic",18,7567314,8406859,839546,1,"5797","uc002knn.4",-42094,"ENSG00000173482","PTPRM","protein tyrosine phosphatase receptor type M"
"chr18",9143572,9144329,758,"*","Intron (uc010wzn.2/23253, intron 1 of 8)",18,9137561,9285983,148423,1,"23253","uc002knx.3",6011,"ENSG00000101745","ANKRD12","ankyrin repeat domain 12"
"chr18",9851270,9851972,703,"*","Intron (uc002kog.2/11031, intron 6 of 6)",18,9885723,9888156,2434,1,"84203","uc002koh.4",-33751,"ENSG00000168454","TXNDC2","thioredoxin domain containing 2"
"chr18",11924939,11925597,659,"*","Distal Intergenic",18,11886114,11908796,22683,2,"65258","uc010dla.2",-16143,"ENSG00000154889","MPPE1","metallophosphoesterase 1"
"chr18",13369436,13370142,707,"*","Intron (uc002ksb.3/753, intron 2 of 5)",18,13387340,13652753,265414,1,"753","uc031rhn.1",-17198,"ENSG00000168675","LDLRAD4","low density lipoprotein receptor class A domain containing 4"
"chr18",21241871,21242667,797,"*","Promoter (<=1kb)",18,21179978,21242849,62872,2,"147463","uc002kun.3",182,"ENSG00000154065","ANKRD29","ankyrin repeat domain 29"
"chr18",23242981,23243669,689,"*","Distal Intergenic",18,22641888,22932214,290327,2,"25925","uc010xbe.1",-310767,"ENSG00000198795","ZNF521","zinc finger protein 521"
"chr18",23511989,23513217,1229,"*","Distal Intergenic",18,23596217,23670611,74395,2,"6760","uc002kvm.3",157394,"ENSG00000141380","SS18","SS18 subunit of BAF chromatin remodeling complex"
"chr18",26719754,26720393,640,"*","Distal Intergenic",18,25530930,25757445,226516,2,"1000","uc002kwg.2",-962309,"ENSG00000170558","CDH2","cadherin 2"
"chr18",29715695,29716340,646,"*","Distal Intergenic",18,29672569,29711524,38956,1,"51444","uc021uip.2",43126,"ENSG00000134758","RNF138","ring finger protein 138"
"chr18",34988423,34989437,1015,"*","Intron (uc002lae.2/56853, intron 2 of 12)",18,34851241,34854641,3401,2,"56853","uc002laj.1",-133782,"ENSG00000101489","CELF4","CUGBP Elav-like family member 4"
"chr18",36017462,36018237,776,"*","Distal Intergenic",18,35237098,35237178,81,1,"100422857","uc021uiz.1",780364,"ENSG00000266530","MIR4318","microRNA 4318"
"chr18",45073402,45073989,588,"*","Intron (uc002lcx.4/uc002lcx.4, intron 1 of 2)",18,44757494,44775554,18061,2,"652991","uc010dnt.2",-297848,"ENSG00000215474","SKOR2","SKI family transcriptional corepressor 2"
"chr18",45845167,45845668,502,"*","Intron (uc010dnw.3/201501, intron 2 of 4)",18,45566271,45864769,298499,2,"201501","uc010dny.1",19101,"ENSG00000184828","ZBTB7C","zinc finger and BTB domain containing 7C"
"chr18",47204771,47205460,690,"*","Distal Intergenic",18,47088427,47119278,30852,1,"9388","uc010xdh.2",116344,"ENSG00000101670","LIPG","lipase G, endothelial type"
"chr18",49858569,49859267,699,"*","Distal Intergenic",18,49866542,51062273,1195732,1,"1630","uc002lfe.2",-7275,"ENSG00000187323","DCC","DCC netrin 1 receptor"
"chr18",51168793,51169728,936,"*","Distal Intergenic",18,51748654,51748782,129,2,"677819","uc002lfi.1",579054,"ENSG00000207233","SNORA37","small nucleolar RNA, H/ACA box 37"
